=== SMART MULTI-PROVIDER ALBUM ART FIXER REPORT ===
Date & Time: 2026-07-25 18:11:34
Total Audio Files Processed: 202
Worker Threads Used: 10

FILE NAME | TRACK INFO | MATCHED ALBUM | SCORE | SOURCE & QUALITY | STATUS & MATCH TYPE
Rihanna - Love the Way You Lie, Pt. 2 (feat. Eminem).m4a | Love the Way You Lie, Pt. 2 (feat. Eminem) - Rihanna | Matched: Loud | Score: 225 | Quality: Deezer HD Artwork (1000px) | SUCCESS (Studio Album)
Rihanna - Work (feat. Drake).m4a | Work (feat. Drake) - Rihanna | Matched: ANTI (Deluxe) | Score: 240 | Quality: Deezer HD Artwork (1000px) | SUCCESS (Studio Album)
Rita Ora, David Guetta & Imanbek - Big (feat. Gunna).m4a | Big (feat. Gunna) - Rita Ora, David Guetta & Imanbek | Matched: R.I.P. | Score: 165 | Quality: Deezer HD Artwork (1000px) | SUCCESS (Studio Album)
ROSÉ - toxic till the end.m4a | toxic till the end - ROSÉ | Matched: Toxic till the End | Score: 265 | Quality: Deezer HD Artwork (1000px) | SUCCESS (Single)
Ruel - The Suburbs.m4a | The Suburbs - Ruel | Matched: The Suburbs | Score: 270 | Quality: Deezer HD Artwork (1000px) | SUCCESS (Single)
Sabrina Carpenter - Espresso.m4a | Espresso - Sabrina Carpenter | Matched: Espresso | Score: 270 | Quality: Deezer HD Artwork (1000px) | SUCCESS (Single)
Sabrina Carpenter - Feather.m4a | Feather - Sabrina Carpenter | Matched: emails i can’t send fwd: | Score: 240 | Quality: Deezer HD Artwork (1000px) | SUCCESS (Studio Album)
Sabrina Carpenter - Please Please Please.m4a | Please Please Please - Sabrina Carpenter | Matched: Please Please Please | Score: 270 | Quality: Deezer HD Artwork (1000px) | SUCCESS (Single)
Sabrina Carpenter - Tears.m4a | Tears - Sabrina Carpenter | Matched: Man’s Best Friend | Score: 240 | Quality: Deezer HD Artwork (1000px) | SUCCESS (Studio Album)
Sade - Kiss of Life.m4a | Kiss of Life - Sade | Matched: Love Deluxe | Score: 240 | Quality: Deezer HD Artwork (1000px) | SUCCESS (Studio Album)
Selena Gomez, benny blanco & Gracie Abrams - Call Me When You Break Up.m4a | Call Me When You Break Up - Selena Gomez, benny blanco & Gracie Abrams | Matched: Call Me When You Break Up | Score: 265 | Quality: Deezer HD Artwork (1000px) | SUCCESS (Single)
Shawn Mendes & Camila Cabello - Señorita.m4a | Señorita - Shawn Mendes & Camila Cabello | Matched: Señorita | Score: 265 | Quality: Deezer HD Artwork (1000px) | SUCCESS (Single)
Shawn Mendes - Why Why Why.m4a | Why Why Why - Shawn Mendes | Matched: Shawn | Score: 240 | Quality: Deezer HD Artwork (1000px) | SUCCESS (Studio Album)
Shivaree - Bossa Nova.m4a | Bossa Nova - Shivaree | Matched: I Oughtta Give You A Shot In The Head For Making Me Live In This Dump (International Only) | Score: 120 | Quality: Deezer HD Artwork (1000px) | SUCCESS (Studio Album)
Shivaree - Goodnight Moon.m4a | Goodnight Moon - Shivaree | Matched: I Oughtta Give You A Shot In The Head For Making Me Live In This Dump (International Only) | Score: 120 | Quality: Deezer HD Artwork (1000px) | SUCCESS (Studio Album)
slchld - love is a mystery.m4a | love is a mystery - slchld | Matched: love is a mystery | Score: 270 | Quality: Deezer HD Artwork (1000px) | SUCCESS (Single)
Sleepy Brown featuring Pharrell & Big Boi - Margarita (Featuring Pharrell & Big Boi).m4a | Margarita (Featuring Pharrell & Big Boi) - Sleepy Brown featuring Pharrell & Big Boi | Matched: Margarita | Score: 265 | Quality: Deezer HD Artwork (1000px) | SUCCESS (Single)
Snoop Dogg & Wiz Khalifa - Young, Wild & Free (feat. Bruno Mars).m4a | Young, Wild & Free (feat. Bruno Mars) - Snoop Dogg & Wiz Khalifa | Matched: Mac and Devin Go To High School (Music From and Inspired By The Movie) | Score: 235 | Quality: Deezer HD Artwork (1000px) | SUCCESS (Studio Album)
Stephen Sanchez - Until I Found You.m4a | Until I Found You - Stephen Sanchez | Matched: Until I Found You | Score: 270 | Quality: Deezer HD Artwork (1000px) | SUCCESS (Single)
Steve Lacy - Bad Habit.m4a | Bad Habit - Steve Lacy | Matched: Bad Habit | Score: 270 | Quality: Deezer HD Artwork (1000px) | SUCCESS (Single)
SZA - Nobody Gets Me.m4a | Nobody Gets Me - SZA | Matched: SOS | Score: 240 | Quality: Deezer HD Artwork (1000px) | SUCCESS (Studio Album)
SZA - Saturn.m4a | Saturn - SZA | Matched: Saturn | Score: 270 | Quality: Deezer HD Artwork (1000px) | SUCCESS (Single)
T.I. - Dead and Gone (feat. Justin Timberlake).m4a | Dead and Gone (feat. Justin Timberlake) - T.I. | Matched: Paper Trail | Score: 240 | Quality: Deezer HD Artwork (1000px) | SUCCESS (Studio Album)
Tahiti 80 - Heartbeat.m4a | Heartbeat - Tahiti 80 | Matched: Fear of an Acoustic Planet | Score: 120 | Quality: Deezer HD Artwork (1000px) | SUCCESS (Studio Album)
Tate McRae - It's ok I'm ok.m4a | It's ok I'm ok - Tate McRae | Matched: It's ok I'm ok | Score: 270 | Quality: Deezer HD Artwork (1000px) | SUCCESS (Single)
Taylor Swift - Back To December (Taylor's Version).m4a | Back To December (Taylor's Version) - Taylor Swift | Matched: Speak Now (Taylor's Version) | Score: 240 | Quality: Deezer HD Artwork (1000px) | SUCCESS (Studio Album)
Taylor Swift - Blank Space.m4a | Blank Space - Taylor Swift | Matched: Blank Space | Score: 265 | Quality: Deezer HD Artwork (1000px) | SUCCESS (Single)
Taylor Swift - Cruel Summer.m4a | Cruel Summer - Taylor Swift | Matched: Lover | Score: 240 | Quality: Deezer HD Artwork (1000px) | SUCCESS (Studio Album)
Taylor Swift - I Knew It, I Knew You (From _Toy Story 5_).m4a | I Knew It, I Knew You (From "Toy Story 5") - Taylor Swift | Matched: I Knew It, I Knew You (From "Toy Story 5") | Score: 240 | Quality: Deezer HD Artwork (1000px) | SUCCESS (Studio Album)
Teddy Swims - Bad Dreams.m4a | Bad Dreams - Teddy Swims | Matched: Bad Dreams | Score: 270 | Quality: Deezer HD Artwork (1000px) | SUCCESS (Single)
Teddy Swims - Lose Control.m4a | Lose Control - Teddy Swims | Matched: I've Tried Everything But Therapy (Part 1) | Score: 240 | Quality: Deezer HD Artwork (1000px) | SUCCESS (Studio Album)
Teddy Swims - The Door.m4a | Lose Control - Teddy Swims | Matched: I've Tried Everything But Therapy (Part 1) | Score: 240 | Quality: Deezer HD Artwork (1000px) | SUCCESS (Studio Album)
Tevin Campbell - Can We Talk.m4a | Can We Talk - Tevin Campbell | Matched: Can We Talk (Edit) | Score: 240 | Quality: Deezer HD Artwork (1000px) | SUCCESS (Studio Album)
The 1975 - Somebody Else.m4a | Somebody Else - The 1975 | Matched: Somebody Else | Score: 270 | Quality: Deezer HD Artwork (1000px) | SUCCESS (Single)
The Kid LAROI - GIRLS.m4a | GIRLS - The Kid LAROI | Matched: GIRLS | Score: 270 | Quality: Deezer HD Artwork (1000px) | SUCCESS (Single)
The Kid LAROI - HOW DOES IT FEEL_.m4a | HOW DOES IT FEEL? - The Kid LAROI | Matched: HOW DOES IT FEEL? | Score: 270 | Quality: Deezer HD Artwork (1000px) | SUCCESS (Single)
The Killers - Mr. Brightside.m4a | Mr. Brightside - The Killers | Matched: Nu Rock | Score: 240 | Quality: Deezer HD Artwork (1000px) | SUCCESS (Studio Album)
The Temper Trap - Sweet Disposition.m4a | Sweet Disposition - The Temper Trap | Matched: Conditions | Score: 240 | Quality: Deezer HD Artwork (1000px) | SUCCESS (Studio Album)
The Weeknd & Doechii - Timeless (feat. Playboi Carti) [Remix].m4a | Timeless (feat. Playboi Carti) [Remix] - The Weeknd & Doechii | Matched: Timeless (Remix) | Score: 235 | Quality: Deezer HD Artwork (1000px) | SUCCESS (Studio Album)
The Weeknd - Blinding Lights.m4a | Blinding Lights - The Weeknd | Matched: After Hours | Score: 240 | Quality: Deezer HD Artwork (1000px) | SUCCESS (Studio Album)
The Weeknd - Dancing In The Flames.m4a | Dancing In The Flames - The Weeknd | Matched: Dancing In The Flames | Score: 270 | Quality: Deezer HD Artwork (1000px) | SUCCESS (Single)
The Weeknd - Starboy (feat. Daft Punk).m4a | Starboy (feat. Daft Punk) - The Weeknd | Matched: Starboy | Score: 270 | Quality: Deezer HD Artwork (1000px) | SUCCESS (Single)
The Weeknd, JENNIE & Lily Rose Depp - One Of The Girls.m4a | One Of The Girls - The Weeknd, JENNIE & Lily Rose Depp | Matched: One of the Girls | Score: 265 | Quality: Deezer HD Artwork (1000px) | SUCCESS (Single)
Thomas Day - sore throat.m4a | sore throat - Thomas Day | Matched: sore throat | Score: 270 | Quality: Deezer HD Artwork (1000px) | SUCCESS (Single)
Travie McCoy - Billionaire (feat. Bruno Mars).m4a | Billionaire (feat. Bruno Mars) - Travie McCoy | Matched: Billionaire | Score: 265 | Quality: Deezer HD Artwork (1000px) | SUCCESS (Single)
Troye Sivan - Angel Baby.m4a | Angel Baby - Troye Sivan | Matched: Angel Baby (Slowed) | Score: 240 | Quality: Deezer HD Artwork (1000px) | SUCCESS (Studio Album)
TWICE - THIS IS FOR.m4a | THIS IS FOR - TWICE | Matched: THIS IS FOR | Score: 270 | Quality: Deezer HD Artwork (1000px) | SUCCESS (Single)
Tyla - PUSH 2 START.m4a | PUSH 2 START - Tyla | Matched: TYLA + | Score: 240 | Quality: Deezer HD Artwork (1000px) | SUCCESS (Studio Album)
USHER - Yeah! (feat. Lil Jon & Ludacris).m4a | Yeah! (feat. Lil Jon & Ludacris) - USHER | Matched: Confessions (Expanded Edition) | Score: 240 | Quality: Deezer HD Artwork (1000px) | SUCCESS (Studio Album)
Vanessa Carlton - A Thousand Miles.m4a | A Thousand Miles - Vanessa Carlton | Matched: Be Not Nobody | Score: 240 | Quality: Deezer HD Artwork (1000px) | SUCCESS (Studio Album)
Vince Staples - Blackberry Marmalade.m4a | Blackberry Marmalade - Vince Staples | Matched: Cry Baby | Score: 240 | Quality: Deezer HD Artwork (1000px) | SUCCESS (Studio Album)
wave to earth - bad.m4a | bad - wave to earth | Matched: 0.1 flaws and all. | Score: 240 | Quality: Deezer HD Artwork (1000px) | SUCCESS (Studio Album)
Whitney Houston - Why Does It Hurt So Bad (from _Waiting to Exhale_ - Original Soundtrack).m4a | Why Does It Hurt So Bad (from "Waiting to Exhale" - Original Soundtrack) - Whitney Houston | Matched: I Wanna Dance With Somebody (The Movie: Whitney New, Classic and Reimagined) | Score: 240 | Quality: Deezer HD Artwork (1000px) | SUCCESS (Studio Album)
Yellowcard - Bedroom Posters (feat. Good Charlotte).m4a | Bedroom Posters (feat. Good Charlotte) - Yellowcard | Matched: Bedroom Posters | Score: 270 | Quality: Deezer HD Artwork (1000px) | SUCCESS (Single)
yung kai - how do you dance_.m4a | how do you dance? - yung kai | Matched: stay with the ocean, i'll find you | Score: 240 | Quality: Deezer HD Artwork (1000px) | SUCCESS (Studio Album)
